# Residuals   
# Time        	p_rgh         	Ux            	Uz            	alpha.water   	k             	omega         
0             	N/A	N/A	N/A	N/A	N/A
0.312941      	1.389392e-06	9.117907e-04	1.186623e-03	1.181608e-07	7.312215e-04	6.273106e-04
0.313529      	1.513157e-06	9.110933e-04	1.182555e-03	1.183764e-07	7.295887e-04	6.249675e-04
0.314118      	1.495436e-06	9.101902e-04	1.178459e-03	1.182881e-07	7.153352e-04	6.210616e-04
0.314706      	1.442864e-06	9.092666e-04	1.174965e-03	1.182192e-07	7.097076e-04	6.176904e-04
0.315294      	1.446425e-06	9.080113e-04	1.171819e-03	1.183874e-07	7.068544e-04	6.144001e-04
0.315882      	1.522971e-06	9.067635e-04	1.168803e-03	1.186695e-07	7.042836e-04	6.110248e-04
0.316471      	1.554286e-06	9.053401e-04	1.165986e-03	1.190440e-07	7.030393e-04	6.080357e-04
0.317059      	1.445800e-06	9.040121e-04	1.163039e-03	1.192160e-07	7.012333e-04	6.052976e-04
0.317647      	1.436828e-06	9.025946e-04	1.160140e-03	1.191956e-07	6.945438e-04	6.028312e-04
0.318235      	1.339385e-06	9.010828e-04	1.157859e-03	1.188937e-07	6.900182e-04	6.016425e-04
0.318824      	1.253796e-06	8.996982e-04	1.156471e-03	1.182312e-07	6.871506e-04	6.003544e-04
0.319412      	1.271189e-06	8.983411e-04	1.155401e-03	1.174027e-07	6.833378e-04	5.983837e-04
0.32          	1.121741e-06	8.972475e-04	1.155687e-03	1.165524e-07	6.809094e-04	5.953427e-04
0.320588      	1.117089e-06	8.961305e-04	1.155696e-03	1.157112e-07	6.771852e-04	5.921048e-04
0.321176      	1.009822e-06	8.954493e-04	1.157073e-03	1.147842e-07	6.716976e-04	5.890192e-04
0.321765      	1.133227e-06	8.952288e-04	1.159325e-03	1.141295e-07	6.665035e-04	5.864955e-04
0.322353      	1.088131e-06	8.956884e-04	1.163528e-03	1.137760e-07	6.584830e-04	5.836279e-04
0.322941      	1.083162e-06	8.965674e-04	1.168343e-03	1.137309e-07	6.545242e-04	5.815439e-04
0.32351       	1.431206e-06	8.682750e-04	1.135749e-03	1.137829e-07	6.347074e-04	5.602287e-04
0.324078      	1.201975e-06	8.701691e-04	1.144387e-03	1.141417e-07	6.432519e-04	5.589103e-04
0.324647      	1.227424e-06	8.722112e-04	1.151046e-03	1.144554e-07	6.536604e-04	5.587539e-04
0.325216      	1.278602e-06	8.740933e-04	1.155473e-03	1.148546e-07	6.611839e-04	5.590009e-04
0.325784      	1.276700e-06	8.765407e-04	1.161302e-03	1.154853e-07	6.707455e-04	5.601708e-04
0.326353      	1.307403e-06	8.783621e-04	1.165567e-03	1.162969e-07	6.690823e-04	5.564665e-04
0.326922      	1.220419e-06	8.797549e-04	1.168325e-03	1.168538e-07	6.725365e-04	5.529285e-04
0.32749       	1.214642e-06	8.817522e-04	1.173573e-03	1.172221e-07	6.746054e-04	5.497186e-04
0.328059      	1.121585e-06	8.826207e-04	1.175571e-03	1.173107e-07	6.795652e-04	5.482237e-04
0.328627      	1.078384e-06	8.826417e-04	1.175813e-03	1.170947e-07	6.842001e-04	5.464971e-04
0.329196      	1.160974e-06	8.827185e-04	1.177217e-03	1.166595e-07	6.875950e-04	5.443896e-04
0.329765      	1.053042e-06	8.818690e-04	1.176542e-03	1.159828e-07	6.909193e-04	5.425894e-04
0.330333      	1.046502e-06	8.808237e-04	1.176199e-03	1.151155e-07	6.908688e-04	5.410904e-04
0.330902      	1.003690e-06	8.782209e-04	1.168543e-03	1.141078e-07	6.901121e-04	5.398597e-04
0.331471      	1.029571e-06	8.752197e-04	1.161613e-03	1.131246e-07	6.895382e-04	5.389773e-04
0.332039      	9.438316e-07	8.723189e-04	1.153381e-03	1.127374e-07	6.861203e-04	5.373339e-04
0.332608      	1.023142e-06	8.694899e-04	1.146197e-03	1.124179e-07	6.771277e-04	5.340294e-04
0.333176      	1.051277e-06	8.666116e-04	1.138828e-03	1.126436e-07	6.690043e-04	5.304919e-04
0.333745      	1.155780e-06	8.639132e-04	1.131046e-03	1.131501e-07	6.595444e-04	5.267952e-04
0.334314      	1.127560e-06	8.608163e-04	1.122950e-03	1.141724e-07	6.489445e-04	5.229431e-04
0.334882      	1.112256e-06	8.582741e-04	1.115835e-03	1.150678e-07	6.383896e-04	5.191632e-04
0.335451      	1.133355e-06	8.554923e-04	1.109090e-03	1.160073e-07	6.284384e-04	5.155113e-04
0.33602       	1.125737e-06	8.526923e-04	1.102419e-03	1.169091e-07	6.216521e-04	5.120062e-04
0.336588      	1.135610e-06	8.498789e-04	1.096554e-03	1.176429e-07	6.245567e-04	5.108532e-04
0.337157      	1.054503e-06	8.474497e-04	1.091056e-03	1.181548e-07	6.224528e-04	5.086320e-04
0.337725      	1.047312e-06	8.451997e-04	1.086457e-03	1.185015e-07	6.193072e-04	5.061120e-04
0.338294      	1.079744e-06	8.429211e-04	1.082395e-03	1.186840e-07	6.250374e-04	5.050731e-04
0.338863      	1.138010e-06	8.409731e-04	1.078893e-03	1.188339e-07	6.218049e-04	5.025080e-04
0.339431      	1.090514e-06	8.391802e-04	1.075333e-03	1.188396e-07	6.195130e-04	5.003344e-04
0.34          	1.085041e-06	8.379075e-04	1.072185e-03	1.187902e-07	6.149043e-04	4.975638e-04
0.340571      	1.044045e-06	8.409851e-04	1.074626e-03	1.186433e-07	6.145083e-04	4.973188e-04
0.341143      	1.064830e-06	8.401223e-04	1.072441e-03	1.184546e-07	6.118392e-04	4.944864e-04
0.341714      	9.669687e-07	8.400112e-04	1.071509e-03	1.181009e-07	6.106364e-04	4.918743e-04
0.342286      	9.665893e-07	8.404978e-04	1.072345e-03	1.176636e-07	6.120252e-04	4.896164e-04
0.342857      	9.260294e-07	8.414116e-04	1.074892e-03	1.171802e-07	6.131666e-04	4.877194e-04
0.343429      	8.805548e-07	8.424937e-04	1.076512e-03	1.166286e-07	6.147551e-04	4.864017e-04
0.344         	1.026680e-06	8.433953e-04	1.078881e-03	1.161046e-07	6.187666e-04	4.857841e-04
0.344571      	9.742092e-07	8.441007e-04	1.081311e-03	1.156404e-07	6.261164e-04	4.859942e-04
0.345143      	9.413385e-07	8.444509e-04	1.082969e-03	1.151102e-07	6.283711e-04	4.851264e-04
0.345714      	9.206063e-07	8.451273e-04	1.084880e-03	1.145935e-07	6.293275e-04	4.834587e-04
0.346286      	8.534775e-07	8.462698e-04	1.089795e-03	1.144771e-07	6.363259e-04	4.823832e-04
0.346857      	9.340018e-07	8.468966e-04	1.093204e-03	1.145403e-07	6.481252e-04	4.818579e-04
0.347429      	8.996010e-07	8.482074e-04	1.098937e-03	1.145821e-07	6.736559e-04	4.839349e-04
0.348         	9.303074e-07	8.493147e-04	1.102536e-03	1.147155e-07	6.974053e-04	4.870306e-04
0.348571      	9.450987e-07	8.504870e-04	1.106872e-03	1.153531e-07	6.923879e-04	4.856278e-04
0.349143      	9.866051e-07	8.514819e-04	1.110409e-03	1.157091e-07	7.096036e-04	4.848011e-04
0.349714      	9.353331e-07	8.523604e-04	1.113670e-03	1.158211e-07	7.290129e-04	4.841958e-04
0.350286      	1.014472e-06	8.522906e-04	1.114492e-03	1.157743e-07	7.537564e-04	4.845019e-04
0.350857      	9.745261e-07	8.526869e-04	1.116486e-03	1.155801e-07	7.839517e-04	4.858946e-04
0.351429      	9.521954e-07	8.520954e-04	1.115754e-03	1.152694e-07	8.066043e-04	4.875639e-04
0.352         	9.993578e-07	8.512711e-04	1.114051e-03	1.151407e-07	8.232637e-04	4.887511e-04
0.352571      	1.061738e-06	8.497335e-04	1.111030e-03	1.149232e-07	8.091039e-04	4.842115e-04
0.353143      	1.070304e-06	8.489147e-04	1.108999e-03	1.145215e-07	7.972314e-04	4.790407e-04
0.353714      	1.052207e-06	8.472736e-04	1.107086e-03	1.139671e-07	7.768891e-04	4.730862e-04
0.354286      	1.640854e-06	8.454574e-04	1.104866e-03	1.133345e-07	7.490367e-04	4.703720e-04
0.354857      	1.315625e-06	8.441538e-04	1.102715e-03	1.131854e-07	7.245583e-04	4.729566e-04
0.355429      	1.359184e-06	8.432288e-04	1.100380e-03	1.125434e-07	7.603611e-04	4.737807e-04
0.356         	1.107883e-06	8.416968e-04	1.095425e-03	1.121845e-07	7.812507e-04	4.726470e-04
0.356571      	1.147544e-06	8.402826e-04	1.091970e-03	1.123000e-07	7.931318e-04	4.706412e-04
0.357143      	9.259609e-07	8.387884e-04	1.087253e-03	1.125486e-07	7.610814e-04	4.637485e-04
0.357714      	1.090477e-06	8.370797e-04	1.081825e-03	1.129189e-07	7.549563e-04	4.599378e-04
0.358286      	9.575521e-07	8.348489e-04	1.076978e-03	1.133292e-07	7.426397e-04	4.568078e-04
0.358857      	9.411649e-07	8.329373e-04	1.070752e-03	1.137109e-07	7.286471e-04	4.529231e-04
0.359429      	9.735301e-07	8.307164e-04	1.064324e-03	1.140413e-07	7.192618e-04	4.492408e-04
0.36          	9.135392e-07	8.285631e-04	1.057807e-03	1.143292e-07	7.122300e-04	4.457904e-04
0.360571      	8.598695e-07	8.264927e-04	1.051840e-03	1.145221e-07	7.073022e-04	4.425362e-04
0.361143      	1.019178e-06	8.249107e-04	1.046203e-03	1.145696e-07	7.042471e-04	4.397073e-04
0.361714      	8.965382e-07	8.226696e-04	1.041338e-03	1.145656e-07	6.999246e-04	4.368435e-04
0.362286      	8.563367e-07	8.214825e-04	1.037335e-03	1.145472e-07	6.973112e-04	4.344789e-04
0.362857      	9.433098e-07	8.209101e-04	1.033602e-03	1.153747e-07	6.892275e-04	4.315776e-04
0.363429      	8.385294e-07	8.201038e-04	1.030620e-03	1.156024e-07	6.790815e-04	4.286523e-04
0.364         	8.215072e-07	8.191346e-04	1.027165e-03	1.154263e-07	6.680647e-04	4.258895e-04
0.364571      	8.342431e-07	8.181891e-04	1.024325e-03	1.152149e-07	6.572250e-04	4.234071e-04
0.365143      	7.948840e-07	8.170417e-04	1.021358e-03	1.150229e-07	6.531514e-04	4.229189e-04
0.365714      	8.867417e-07	8.157852e-04	1.019032e-03	1.149148e-07	6.455050e-04	4.223147e-04
0.366286      	8.213892e-07	8.145756e-04	1.016299e-03	1.148943e-07	6.402350e-04	4.216691e-04
0.366857      	1.415649e-06	8.134713e-04	1.014093e-03	1.148517e-07	6.343790e-04	4.206603e-04
0.367429      	8.605054e-07	8.121957e-04	1.012244e-03	1.147653e-07	6.210218e-04	4.181419e-04
0.368         	8.006865e-07	8.120527e-04	1.012310e-03	1.145875e-07	6.109181e-04	4.154909e-04
0.368571      	7.900597e-07	8.122626e-04	1.014460e-03	1.143631e-07	6.008187e-04	4.128809e-04
0.369143      	7.953342e-07	8.125137e-04	1.016342e-03	1.141029e-07	5.906914e-04	4.108097e-04
0.369714      	8.354446e-07	8.132150e-04	1.020584e-03	1.138757e-07	5.830840e-04	4.088946e-04
0.370286      	7.449766e-07	8.129422e-04	1.022334e-03	1.136924e-07	5.754911e-04	4.068853e-04
0.370857      	1.315636e-06	8.124207e-04	1.023488e-03	1.135706e-07	5.673575e-04	4.047907e-04
0.371429      	8.994716e-07	8.121680e-04	1.024591e-03	1.135144e-07	5.607217e-04	4.026281e-04
0.372         	8.760914e-07	8.115594e-04	1.023766e-03	1.134227e-07	5.577449e-04	4.005414e-04
0.372571      	8.641409e-07	8.113277e-04	1.023710e-03	1.141355e-07	5.574303e-04	3.984814e-04
0.373143      	8.337505e-07	8.107084e-04	1.022764e-03	1.150457e-07	5.583626e-04	3.967910e-04
0.373714      	8.252025e-07	8.104832e-04	1.023106e-03	1.157314e-07	5.615353e-04	3.954695e-04
0.374286      	7.870424e-07	8.104098e-04	1.024177e-03	1.161758e-07	5.658658e-04	3.941292e-04
0.374857      	9.337054e-07	8.108634e-04	1.026912e-03	1.164394e-07	5.760535e-04	3.948649e-04
0.375429      	8.870433e-07	8.110645e-04	1.028129e-03	1.168353e-07	5.942383e-04	3.957752e-04
0.376         	8.695017e-07	8.113005e-04	1.028913e-03	1.170928e-07	6.163438e-04	3.969702e-04
0.376571      	8.520494e-07	8.115642e-04	1.030108e-03	1.171899e-07	6.420402e-04	3.983331e-04
0.377143      	8.598590e-07	8.117129e-04	1.030360e-03	1.171637e-07	6.737439e-04	4.001827e-04
0.377714      	8.684777e-07	8.115245e-04	1.030618e-03	1.170545e-07	7.139320e-04	4.028074e-04
0.378286      	9.324056e-07	8.119014e-04	1.032469e-03	1.169440e-07	7.452989e-04	4.049277e-04
0.378857      	8.901472e-07	8.117655e-04	1.032395e-03	1.167956e-07	7.666505e-04	4.052517e-04
0.379429      	1.188631e-06	8.118270e-04	1.030865e-03	1.167042e-07	7.982082e-04	4.062514e-04
0.38          	1.080749e-06	8.112910e-04	1.028919e-03	1.166760e-07	8.096985e-04	4.050586e-04
0.380571      	1.113311e-06	8.108536e-04	1.026473e-03	1.166736e-07	8.181665e-04	4.026739e-04
0.381143      	1.117385e-06	8.106104e-04	1.025800e-03	1.166446e-07	8.306025e-04	4.003602e-04
0.381714      	1.114663e-06	8.100582e-04	1.023978e-03	1.167690e-07	8.399628e-04	3.978998e-04
0.382286      	1.121099e-06	8.095628e-04	1.022737e-03	1.167651e-07	8.489376e-04	3.953880e-04
0.382857      	1.128000e-06	8.096238e-04	1.022659e-03	1.166485e-07	8.620164e-04	3.934510e-04
0.383429      	1.109459e-06	8.095829e-04	1.023850e-03	1.164904e-07	8.800658e-04	3.926124e-04
0.384         	9.887956e-07	8.093722e-04	1.023288e-03	1.163717e-07	9.024293e-04	3.924861e-04
0.384571      	1.317291e-06	8.087501e-04	1.022633e-03	1.162683e-07	9.217580e-04	3.929104e-04
0.385143      	1.003326e-06	8.077795e-04	1.020746e-03	1.161390e-07	9.465775e-04	3.936284e-04
0.385714      	9.647530e-07	8.062876e-04	1.018634e-03	1.160264e-07	9.778346e-04	3.946929e-04
0.386286      	9.731342e-07	8.047070e-04	1.014860e-03	1.159064e-07	9.611252e-04	3.905765e-04
0.386857      	1.027201e-06	8.030012e-04	1.010157e-03	1.157532e-07	9.592672e-04	3.874139e-04
0.387429      	1.013708e-06	8.015643e-04	1.007108e-03	1.155909e-07	9.544517e-04	3.843139e-04
0.388         	9.935706e-07	7.993494e-04	1.000536e-03	1.154365e-07	9.508708e-04	3.813095e-04
0.388571      	9.069200e-07	7.973618e-04	9.954498e-04	1.152142e-07	9.515318e-04	3.786446e-04
0.389143      	1.152999e-06	7.950574e-04	9.909978e-04	1.149483e-07	9.539821e-04	3.759479e-04
0.389714      	9.634634e-07	7.930282e-04	9.857486e-04	1.147252e-07	9.573382e-04	3.734386e-04
0.390286      	9.346003e-07	7.908178e-04	9.807090e-04	1.145082e-07	9.611707e-04	3.709644e-04
0.390857      	9.493362e-07	7.885371e-04	9.748974e-04	1.142809e-07	9.608976e-04	3.692759e-04
0.391429      	9.620040e-07	7.865564e-04	9.698221e-04	1.141334e-07	9.576477e-04	3.676474e-04
0.392         	1.049098e-06	7.845623e-04	9.644301e-04	1.140288e-07	9.502299e-04	3.663212e-04
0.392571      	9.444403e-07	7.828082e-04	9.602251e-04	1.139838e-07	9.344869e-04	3.648505e-04
0.393143      	9.884755e-07	7.808395e-04	9.563559e-04	1.140154e-07	9.162970e-04	3.637568e-04
0.393714      	9.568133e-07	7.793500e-04	9.528298e-04	1.139785e-07	9.033455e-04	3.645927e-04
0.394286      	8.667249e-07	7.784432e-04	9.499165e-04	1.139029e-07	8.848652e-04	3.645861e-04
0.394857      	1.272565e-06	7.777222e-04	9.478239e-04	1.138578e-07	8.638186e-04	3.634811e-04
0.395429      	9.117144e-07	7.781683e-04	9.495289e-04	1.137552e-07	8.445166e-04	3.618475e-04
0.396         	8.643078e-07	7.780447e-04	9.498365e-04	1.136768e-07	8.299316e-04	3.599474e-04
0.396571      	8.297534e-07	7.783967e-04	9.510090e-04	1.134158e-07	8.280649e-04	3.579432e-04
0.397143      	8.129692e-07	7.787651e-04	9.526567e-04	1.130401e-07	8.257607e-04	3.559596e-04
0.397714      	8.387276e-07	7.791107e-04	9.545289e-04	1.130320e-07	8.232275e-04	3.541870e-04
0.398286      	8.830296e-07	7.791161e-04	9.559164e-04	1.129915e-07	8.197071e-04	3.526188e-04
0.398857      	8.359501e-07	7.790430e-04	9.567547e-04	1.131075e-07	8.201016e-04	3.527569e-04
0.399429      	8.850435e-07	7.786191e-04	9.570603e-04	1.133852e-07	8.473544e-04	3.527242e-04
0.4           	8.102336e-07	7.780091e-04	9.556843e-04	1.140719e-07	8.778300e-04	3.522699e-04
0.400571      	8.091852e-07	7.785160e-04	9.589026e-04	1.152155e-07	8.925958e-04	3.508170e-04
0.401143      	7.848742e-07	7.781348e-04	9.574487e-04	1.161665e-07	8.974834e-04	3.492171e-04
0.401714      	7.239971e-07	7.774856e-04	9.550155e-04	1.169058e-07	8.965418e-04	3.479625e-04
0.402286      	8.114677e-07	7.775337e-04	9.546640e-04	1.176112e-07	8.900188e-04	3.466795e-04
0.402857      	6.860087e-07	7.772248e-04	9.547311e-04	1.181547e-07	8.793167e-04	3.453414e-04
0.403429      	6.265216e-07	7.770611e-04	9.547194e-04	1.183475e-07	8.741078e-04	3.440124e-04
0.404         	6.011827e-07	7.769525e-04	9.545136e-04	1.182445e-07	8.692930e-04	3.428717e-04
0.404571      	5.862767e-07	7.770206e-04	9.554553e-04	1.180100e-07	8.628593e-04	3.417469e-04
0.405143      	6.085652e-07	7.766967e-04	9.551654e-04	1.177850e-07	8.544135e-04	3.406985e-04
0.405714      	5.681094e-07	7.763924e-04	9.554334e-04	1.177052e-07	8.452631e-04	3.394527e-04
0.406286      	7.189469e-07	7.757707e-04	9.542632e-04	1.179110e-07	8.379939e-04	3.378739e-04
0.406857      	6.452296e-07	7.751726e-04	9.546393e-04	1.181119e-07	8.348038e-04	3.367428e-04
0.407429      	6.315009e-07	7.741173e-04	9.529656e-04	1.182885e-07	8.357860e-04	3.358172e-04
0.408         	6.477824e-07	7.732971e-04	9.522225e-04	1.184425e-07	8.361864e-04	3.344335e-04
0.408571      	6.401417e-07	7.720935e-04	9.506900e-04	1.185876e-07	8.322902e-04	3.325151e-04
0.409143      	6.680496e-07	7.711476e-04	9.503498e-04	1.187808e-07	8.170679e-04	3.302771e-04
0.409714      	6.280054e-07	7.694756e-04	9.483949e-04	1.189929e-07	8.004450e-04	3.277922e-04
0.410286      	7.501523e-07	7.682014e-04	9.462270e-04	1.191532e-07	7.842174e-04	3.253873e-04
0.410857      	6.811369e-07	7.665177e-04	9.444172e-04	1.192489e-07	7.679669e-04	3.228718e-04
0.411429      	6.428369e-07	7.649746e-04	9.425196e-04	1.192263e-07	7.524082e-04	3.206606e-04
0.412         	6.322655e-07	7.630368e-04	9.392569e-04	1.190465e-07	7.379421e-04	3.185630e-04
0.412571      	6.254420e-07	7.623045e-04	9.394788e-04	1.188303e-07	7.252046e-04	3.167132e-04
0.413143      	6.354305e-07	7.613508e-04	9.384555e-04	1.186356e-07	7.136752e-04	3.150006e-04
0.413714      	5.520386e-07	7.611229e-04	9.397322e-04	1.184292e-07	7.047146e-04	3.133959e-04
0.414286      	8.103724e-07	7.607199e-04	9.394108e-04	1.181658e-07	6.964054e-04	3.115182e-04
0.414857      	6.252354e-07	7.605512e-04	9.400632e-04	1.179055e-07	6.916863e-04	3.108552e-04
0.415429      	5.940289e-07	7.598786e-04	9.394201e-04	1.176736e-07	6.944575e-04	3.114307e-04
0.416         	5.918930e-07	7.596132e-04	9.406582e-04	1.174228e-07	6.920788e-04	3.109244e-04
0.416571      	5.760505e-07	7.585596e-04	9.382986e-04	1.172191e-07	6.949123e-04	3.100022e-04
0.417143      	5.474348e-07	7.578222e-04	9.375382e-04	1.170618e-07	6.972090e-04	3.089564e-04
0.417714      	4.887868e-07	7.567698e-04	9.350117e-04	1.168830e-07	6.978716e-04	3.079071e-04
0.418286      	7.367146e-07	7.560907e-04	9.344810e-04	1.168022e-07	6.964810e-04	3.070729e-04
0.418857      	5.584429e-07	7.552010e-04	9.319002e-04	1.168328e-07	6.927987e-04	3.061612e-04
0.419429      	5.263027e-07	7.545681e-04	9.308741e-04	1.169285e-07	6.885485e-04	3.052427e-04
0.42          	5.395307e-07	7.537641e-04	9.282332e-04	1.169661e-07	6.842023e-04	3.041778e-04
0.420571      	5.354283e-07	7.532812e-04	9.266996e-04	1.170057e-07	6.806313e-04	3.029644e-04
0.421143      	5.515605e-07	7.527154e-04	9.240486e-04	1.170546e-07	6.780435e-04	3.017886e-04
0.421714      	5.317606e-07	7.524467e-04	9.232723e-04	1.170862e-07	6.749168e-04	3.006101e-04
0.422286      	5.789402e-07	7.518281e-04	9.211998e-04	1.171324e-07	6.704407e-04	2.991871e-04
0.422857      	5.515189e-07	7.513766e-04	9.205706e-04	1.170995e-07	6.642322e-04	2.976939e-04
0.423429      	5.711105e-07	7.505559e-04	9.182977e-04	1.169584e-07	6.579645e-04	2.962979e-04
0.424         	5.750949e-07	7.499444e-04	9.165635e-04	1.167281e-07	6.526593e-04	2.948985e-04
0.424571      	5.924810e-07	7.491121e-04	9.150520e-04	1.164894e-07	6.469338e-04	2.935713e-04
0.425122      	6.673401e-07	7.214076e-04	8.794063e-04	1.161116e-07	6.166479e-04	2.818749e-04
0.425673      	5.841034e-07	7.205456e-04	8.790263e-04	1.156271e-07	6.102947e-04	2.809811e-04
0.426224      	5.784828e-07	7.197876e-04	8.763024e-04	1.150939e-07	6.118382e-04	2.815873e-04
0.426776      	5.753070e-07	7.185250e-04	8.714497e-04	1.145097e-07	6.064429e-04	2.820729e-04
0.427327      	6.056308e-07	7.181859e-04	8.705985e-04	1.139399e-07	6.027924e-04	2.820945e-04
0.427878      	6.238915e-07	7.173121e-04	8.682268e-04	1.137380e-07	5.994296e-04	2.816995e-04
0.428429      	5.886404e-07	7.163775e-04	8.656986e-04	1.137703e-07	5.928748e-04	2.808493e-04
0.42898       	6.201186e-07	7.155416e-04	8.632399e-04	1.138981e-07	5.857623e-04	2.799586e-04
0.429531      	6.093254e-07	7.147473e-04	8.612214e-04	1.141464e-07	5.790627e-04	2.788500e-04
0.430082      	5.549833e-07	7.140873e-04	8.596519e-04	1.143506e-07	5.722565e-04	2.775305e-04
0.430633      	7.210072e-07	7.137368e-04	8.598949e-04	1.145406e-07	5.640735e-04	2.763648e-04
0.431184      	6.060453e-07	7.133716e-04	8.603191e-04	1.146767e-07	5.612485e-04	2.755855e-04
0.431735      	5.785427e-07	7.130839e-04	8.617612e-04	1.147672e-07	5.611885e-04	2.746688e-04
0.432286      	5.831744e-07	7.136307e-04	8.660688e-04	1.148797e-07	5.572576e-04	2.732133e-04
0.432837      	5.745115e-07	7.140477e-04	8.682624e-04	1.150140e-07	5.504184e-04	2.714503e-04
0.433388      	5.642938e-07	7.139767e-04	8.681045e-04	1.151485e-07	5.415574e-04	2.694943e-04
0.433939      	5.986350e-07	7.135061e-04	8.674620e-04	1.153738e-07	5.317832e-04	2.672701e-04
0.43449       	6.044328e-07	7.130498e-04	8.667733e-04	1.156877e-07	5.218522e-04	2.651238e-04
0.435041      	5.645557e-07	7.127797e-04	8.665942e-04	1.161149e-07	5.121695e-04	2.636522e-04
0.435592      	5.891678e-07	7.122773e-04	8.656545e-04	1.171935e-07	5.017096e-04	2.620225e-04
0.436143      	5.728939e-07	7.117549e-04	8.644840e-04	1.180658e-07	4.941212e-04	2.607653e-04
0.436694      	5.328534e-07	7.110236e-04	8.628513e-04	1.187646e-07	4.911424e-04	2.598371e-04
0.437245      	5.846890e-07	7.104230e-04	8.613386e-04	1.193160e-07	4.906395e-04	2.587864e-04
0.437796      	5.379289e-07	7.095285e-04	8.597918e-04	1.198089e-07	4.869518e-04	2.575520e-04
0.438347      	4.894168e-07	7.085065e-04	8.581015e-04	1.202002e-07	4.831245e-04	2.563445e-04
0.438898      	4.953831e-07	7.072728e-04	8.556776e-04	1.205059e-07	4.793215e-04	2.551432e-04
0.439449      	4.843932e-07	7.066789e-04	8.547631e-04	1.207498e-07	4.759159e-04	2.539311e-04
0.44          	4.706750e-07	7.053697e-04	8.519573e-04	1.209081e-07	4.724560e-04	2.526468e-04
0.440556      	5.168263e-07	7.106157e-04	8.580523e-04	1.210010e-07	4.736382e-04	2.533155e-04
0.441111      	5.046336e-07	7.096833e-04	8.560493e-04	1.210510e-07	4.705555e-04	2.517463e-04
0.441667      	4.568616e-07	7.087902e-04	8.551195e-04	1.210439e-07	4.674633e-04	2.500684e-04
0.442222      	4.633296e-07	7.079282e-04	8.541483e-04	1.209821e-07	4.653331e-04	2.485794e-04
0.442778      	4.495877e-07	7.075090e-04	8.545191e-04	1.208893e-07	4.636953e-04	2.476172e-04
0.443333      	4.208551e-07	7.071370e-04	8.550687e-04	1.208078e-07	4.623369e-04	2.467325e-04
0.443889      	4.752324e-07	7.072948e-04	8.574183e-04	1.207609e-07	4.631028e-04	2.460506e-04
0.444444      	4.512524e-07	7.071884e-04	8.590268e-04	1.207600e-07	4.600249e-04	2.451500e-04
0.445         	4.093987e-07	7.072711e-04	8.607584e-04	1.208583e-07	4.608701e-04	2.450846e-04
0.445556      	4.294446e-07	7.072286e-04	8.624463e-04	1.211011e-07	4.617935e-04	2.447645e-04
0.446111      	4.236245e-07	7.071996e-04	8.638809e-04	1.213565e-07	4.623175e-04	2.446309e-04
0.446667      	4.142029e-07	7.067485e-04	8.645426e-04	1.215983e-07	4.640296e-04	2.445272e-04
0.447222      	4.820722e-07	7.069571e-04	8.673812e-04	1.218564e-07	4.685506e-04	2.443186e-04
0.447778      	4.685993e-07	7.062495e-04	8.658315e-04	1.220484e-07	4.712990e-04	2.439532e-04
0.448333      	4.306370e-07	7.059314e-04	8.669254e-04	1.222043e-07	4.713840e-04	2.431452e-04
0.448889      	4.530735e-07	7.050513e-04	8.663313e-04	1.222702e-07	4.731495e-04	2.422847e-04
0.449444      	4.505133e-07	7.045042e-04	8.657104e-04	1.222464e-07	4.768096e-04	2.416182e-04
0.45          	4.317113e-07	7.039692e-04	8.662896e-04	1.221531e-07	4.824777e-04	2.413274e-04
0.450556      	4.858845e-07	7.034033e-04	8.664872e-04	1.219467e-07	4.873165e-04	2.408270e-04
0.451111      	4.665919e-07	7.023598e-04	8.658597e-04	1.216904e-07	4.895218e-04	2.400956e-04
0.451667      	4.251300e-07	7.011831e-04	8.636682e-04	1.213919e-07	4.901924e-04	2.392718e-04
0.452222      	4.390854e-07	6.998080e-04	8.621308e-04	1.210467e-07	4.895844e-04	2.384450e-04
0.452778      	4.357609e-07	6.983749e-04	8.589968e-04	1.206365e-07	4.897183e-04	2.378433e-04
0.453333      	4.111512e-07	6.969008e-04	8.570973e-04	1.201862e-07	4.895817e-04	2.373116e-04
0.453889      	4.880159e-07	6.954771e-04	8.530051e-04	1.197000e-07	4.896732e-04	2.367702e-04
0.454444      	4.618419e-07	6.942610e-04	8.509497e-04	1.192568e-07	4.912225e-04	2.362336e-04
0.455         	4.314288e-07	6.931102e-04	8.477225e-04	1.188028e-07	4.929313e-04	2.357771e-04
0.455556      	4.550735e-07	6.920344e-04	8.459001e-04	1.183768e-07	4.948691e-04	2.353337e-04
0.456111      	4.467402e-07	6.908281e-04	8.427788e-04	1.180570e-07	4.950725e-04	2.350056e-04
0.456667      	4.437310e-07	6.895824e-04	8.400020e-04	1.177132e-07	4.959629e-04	2.347113e-04
0.457222      	5.103934e-07	6.886037e-04	8.381145e-04	1.173706e-07	4.956674e-04	2.343008e-04
0.457778      	5.048061e-07	6.874392e-04	8.345754e-04	1.170194e-07	4.915815e-04	2.343396e-04
0.458333      	4.714935e-07	6.862029e-04	8.316391e-04	1.167683e-07	4.904643e-04	2.344091e-04
0.458889      	5.033391e-07	6.857778e-04	8.303994e-04	1.167999e-07	4.907561e-04	2.343139e-04
